"Box No.","Amount","Verdict","Round","Player","Date","Season"
"3","£5,000","",1,"Giorgio","22/07/06",1
"8","£250","",1,"Giorgio","22/07/06",1
"9","£3,000","",1,"Giorgio","22/07/06",1
"12","£50,000","",1,"Giorgio","22/07/06",1
"Bankers offer","£6,800","No Deal",1,"Giorgio","22/07/06",1
"5","£100,000","",2,"Giorgio","22/07/06",1
"16","50p","",2,"Giorgio","22/07/06",1
"18","£20,000","",2,"Giorgio","22/07/06",1
"Bankers Offers","£3,400","No Deal",2,"Giorgio","22/07/06",1
"17","10p","",3,"Giorgio","22/07/06",1
"7","£250,000","",3,"Giorgio","22/07/06",1
"13","£10,000","",3,"Giorgio","22/07/06",1
"Bankers Offers","£1,700","No Deal",3,"Giorgio","22/07/06",1
"19","£10","",4,"Giorgio","22/07/06",1
"22","£500","",4,"Giorgio","22/07/06",1
"4","£75,000","",4,"Giorgio","22/07/06",1
"Bankers Offers","£425","No Deal",4,"Giorgio","22/07/06",1
"15","£50","",5,"Giorgio","22/07/06",1
"21","£5","",5,"Giorgio","22/07/06",1
"10","£1,000","",5,"Giorgio","22/07/06",1
"Bankers Offers","£2,500","No Deal",5,"Giorgio","22/07/06",1
"2","£35,000","",6,"Giorgio","22/07/06",1
"11","£1","",6,"Giorgio","22/07/06",1
"20","£750","",6,"Giorgio","22/07/06",1
"Bankers Offers","£25","No Deal",6,"Giorgio","22/07/06",1
"Contestants Box 6","1p",NA,7,"Giorgio","22/07/06",1
"Remaining box - 14","£100",NA,7,"Giorgio","22/07/06",1
"Giorgio takes home","1p",NA,7,"Giorgio","22/07/06",1
"20","£5","",1,"Lindsay","28/08/06",2
"15","£100","",1,"Lindsay","28/08/06",2
"19","£250,000","",1,"Lindsay","28/08/06",2
"22","£20,000","",1,"Lindsay","28/08/06",2
"21","1p","",1,"Lindsay","28/08/06",2
"Bankers offer","£5,000","No Deal",1,"Lindsay","28/08/06",2
"13","£5,000","Banker first makes a joke offer of 1p!!",2,"Lindsay","28/08/06",2
"8","£1","Banker first makes a joke offer of 1p!!",2,"Lindsay","28/08/06",2
"10","£35,000","Banker first makes a joke offer of 1p!!",2,"Lindsay","28/08/06",2
"Bankers Offers","£8,500","No Deal",2,"Lindsay","28/08/06",2
"17","£10,000","",3,"Lindsay","28/08/06",2
"7","10p","",3,"Lindsay","28/08/06",2
"16","£50","",3,"Lindsay","28/08/06",2
"Bankers Offers","£12,500","No Deal",3,"Lindsay","28/08/06",2
"2","£50,000","",4,"Lindsay","28/08/06",2
"6","£1,000","",4,"Lindsay","28/08/06",2
"1","50p","",4,"Lindsay","28/08/06",2
"Bankers Offers","£12,500","No Deal",4,"Lindsay","28/08/06",2
"18","£75,000","",5,"Lindsay","28/08/06",2
"4","£250","",5,"Lindsay","28/08/06",2
"14","£15,000","",5,"Lindsay","28/08/06",2
"Bankers Offers","£7,000","No Deal",5,"Lindsay","28/08/06",2
"5","£100,000","",6,"Lindsay","28/08/06",2
"11","£3,000","",6,"Lindsay","28/08/06",2
"12","£750","",6,"Lindsay","28/08/06",2
"Bankers Offers","£200","No Deal",6,"Lindsay","28/08/06",2
"Contestants Box 
      3","£500",NA,7,"Lindsay","28/08/06",2
"Remaining box - 9","£10",NA,7,"Lindsay","28/08/06",2
"Lindsay takes home","£500",NA,7,"Lindsay","28/08/06",2
"18","£500","",1,"Nick","29/08/06",2
"1","£100,000","",1,"Nick","29/08/06",2
"6","£3,000","",1,"Nick","29/08/06",2
"11","1p","",1,"Nick","29/08/06",2
"16","£15,000","",1,"Nick","29/08/06",2
"Bankers offer","£8,000","No Deal",1,"Nick","29/08/06",2
"9","£250","",2,"Nick","29/08/06",2
"17","£1","",2,"Nick","29/08/06",2
"21","£50","",2,"Nick","29/08/06",2
"Bankers Offers","£20,000","No Deal",2,"Nick","29/08/06",2
"22","£10","",3,"Nick","29/08/06",2
"8","£100","",3,"Nick","29/08/06",2
"2","£5","",3,"Nick","29/08/06",2
"Bankers Offers","£31,000","No Deal",3,"Nick","29/08/06",2
"14","£10,000","",4,"Nick","29/08/06",2
"4","50p","",4,"Nick","29/08/06",2
"10","£750","",4,"Nick","29/08/06",2
"Bankers Offers","£45,000","Deal",4,"Nick","29/08/06",2
"12","£250,000",NA,5,"Nick","29/08/06",2
"20","50p",NA,5,"Nick","29/08/06",2
"15","£75,000",NA,5,"Nick","29/08/06",2
"Bankers Offers","£25,000",NA,5,"Nick","29/08/06",2
"19","£15,000",NA,6,"Nick","29/08/06",2
"3","£35,000",NA,6,"Nick","29/08/06",2
"5","£50,000",NA,6,"Nick","29/08/06",2
"Bankers Offers","£10,000",NA,6,"Nick","29/08/06",2
"Contestants Box
      13","£5,000",NA,7,"Nick","29/08/06",2
"Remaining box - 7","£20,000",NA,7,"Nick","29/08/06",2
"Nick takes home","£45,000",NA,7,"Nick","29/08/06",2
"17","1p","",1,"Lance","30/08/06",2
"5","£750","",1,"Lance","30/08/06",2
"3","10p","",1,"Lance","30/08/06",2
"14","£15,000","",1,"Lance","30/08/06",2
"8","£10,000","",1,"Lance","30/08/06",2
"Bankers offer","£10,000","No Deal",1,"Lance","30/08/06",2
"6","£3,000","",2,"Lance","30/08/06",2
"9","£100","",2,"Lance","30/08/06",2
"16","£5","",2,"Lance","30/08/06",2
"Bankers Offers","£25,000","No Deal",2,"Lance","30/08/06",2
"15","£250,000","",3,"Lance","30/08/06",2
"12","£5,000","",3,"Lance","30/08/06",2
"16","£500","",3,"Lance","30/08/06",2
"Bankers Offers","£12,500","No Deal",3,"Lance","30/08/06",2
"1","£35,000","",4,"Lance","30/08/06",2
"13","£10","",4,"Lance","30/08/06",2
"19","£50,000","",4,"Lance","30/08/06",2
"Bankers Offers","£9,600","No Deal",4,"Lance","30/08/06",2
"18","£20,000","",5,"Lance","30/08/06",2
"10","50p","",5,"Lance","30/08/06",2
"20","£1,000","",5,"Lance","30/08/06",2
"Bankers Offers","£17,500","No Deal",5,"Lance","30/08/06",2
"21","£250","",6,"Lance","30/08/06",2
"11","£50","",6,"Lance","30/08/06",2
"4","£1","",6,"Lance","30/08/06",2
"Bankers Offers","£87,000","Deal",6,"Lance","30/08/06",2
"Contestants Box
      22","£100,000",NA,7,"Lance","30/08/06",2
"Remaining box - 7","£75,000",NA,7,"Lance","30/08/06",2
"Lance takes home","£87,000",NA,7,"Lance","30/08/06",2
"7","£15,000","",1,"Sharron","31/08/06",2
"9","£250","",1,"Sharron","31/08/06",2
"14","£50,000","",1,"Sharron","31/08/06",2
"11","£100,000","",1,"Sharron","31/08/06",2
"12","£10,000","",1,"Sharron","31/08/06",2
"Bankers offer","£870","No Deal",1,"Sharron","31/08/06",2
"2","£5,000","",2,"Sharron","31/08/06",2
"19","£100","",2,"Sharron","31/08/06",2
"4","£35,000","",2,"Sharron","31/08/06",2
"Bankers Offers","£4,500","No Deal",2,"Sharron","31/08/06",2
"18","£5","",3,"Sharron","31/08/06",2
"21","£3,000","",3,"Sharron","31/08/06",2
"20","£250,000","",3,"Sharron","31/08/06",2
"Bankers Offers","£1,313","No Deal",3,"Sharron","31/08/06",2
"17","10p","",4,"Sharron","31/08/06",2
"1","£50","",4,"Sharron","31/08/06",2
"22","50p","",4,"Sharron","31/08/06",2
"Bankers Offers","£3,131","No Deal",4,"Sharron","31/08/06",2
"16","£1,000","",5,"Sharron","31/08/06",2
"3","£500","",5,"Sharron","31/08/06",2
"6","£75,000","",5,"Sharron","31/08/06",2
"Bankers Offers","£950","No Deal",5,"Sharron","31/08/06",2
"5","£750","",6,"Sharron","31/08/06",2
"8","£10","",6,"Sharron","31/08/06",2
"15","£1","",6,"Sharron","31/08/06",2
"Bankers Offers","£3,000","No Deal",6,"Sharron","31/08/06",2
"Contestants Box 
            10","1p","Sharron becomes the 8th member of the 1p club",7,"Sharron","31/08/06",2
"Remaining box - 13","£20,000","",7,"Sharron","31/08/06",2
"Sharron takes home","1p","",7,"Sharron","31/08/06",2
"7","50p","",1,"Mark A","01/09/06",2
"19","£100,000","",1,"Mark A","01/09/06",2
"16","£5,000","",1,"Mark A","01/09/06",2
"11","£75,000","",1,"Mark A","01/09/06",2
"1","£750","",1,"Mark A","01/09/06",2
"Bankers offer","£4,452","No Deal",1,"Mark A","01/09/06",2
"14","£500","",2,"Mark A","01/09/06",2
"12","£100","",2,"Mark A","01/09/06",2
"8","£50,000","",2,"Mark A","01/09/06",2
"Bankers Offers","£8,999","No Deal",2,"Mark A","01/09/06",2
"17","£1,000","",3,"Mark A","01/09/06",2
"20","£10,000","",3,"Mark A","01/09/06",2
"3","£10","",3,"Mark A","01/09/06",2
"Bankers Offers","£13,000","No Deal",3,"Mark A","01/09/06",2
"10","£3,000","",4,"Mark A","01/09/06",2
"2","£1","",4,"Mark A","01/09/06",2
"21","1p","",4,"Mark A","01/09/06",2
"Bankers Offers","£26,000","Deal",4,"Mark A","01/09/06",2
"22","£20,000",NA,5,"Mark A","01/09/06",2
"4","£250",NA,5,"Mark A","01/09/06",2
"13","£5",NA,5,"Mark A","01/09/06",2
"Bankers Offers","£45,027",NA,5,"Mark A","01/09/06",2
"5","£250,000",NA,6,"Mark A","01/09/06",2
"18","£35,000",NA,6,"Mark A","01/09/06",2
"9","£50",NA,6,"Mark A","01/09/06",2
"Bankers Offers","£4,527",NA,6,"Mark A","01/09/06",2
"Contestants Box
      15","10p",NA,7,"Mark A","01/09/06",2
"Remaining box - 6","£15,000",NA,7,"Mark A","01/09/06",2
"Mark takes home","£26,000",NA,7,"Mark A","01/09/06",2
"4","£5,000","",1,"Steph","02/09/06",2
"8","£100","",1,"Steph","02/09/06",2
"2","£1,000","",1,"Steph","02/09/06",2
"17","£15,000","",1,"Steph","02/09/06",2
"22","£250","",1,"Steph","02/09/06",2
"Bankers offer","£8,900","No Deal",1,"Steph","02/09/06",2
"5","£35,000","",2,"Steph","02/09/06",2
"10","1p","",2,"Steph","02/09/06",2
"1","£50","",2,"Steph","02/09/06",2
"Bankers Offers","£17,500","No Deal",2,"Steph","02/09/06",2
"13","£1","",3,"Steph","02/09/06",2
"20","£10,000","",3,"Steph","02/09/06",2
"3","£250,000","",3,"Steph","02/09/06",2
"Bankers Offers","£10,000","No Deal",3,"Steph","02/09/06",2
"12","£750","",4,"Steph","02/09/06",2
"18","£20,000","",4,"Steph","02/09/06",2
"9","£3,000","",4,"Steph","02/09/06",2
"Bankers Offers","£15,000","No Deal",4,"Steph","02/09/06",2
"7","£100,000","",5,"Steph","02/09/06",2
"14","£50,000","",5,"Steph","02/09/06",2
"11","£5","",5,"Steph","02/09/06",2
"Bankers Offers","£4,750","No Deal",5,"Steph","02/09/06",2
"15","£500","",6,"Steph","02/09/06",2
"6","50p","",6,"Steph","02/09/06",2
"21","10p","",6,"Steph","02/09/06",2
"Bankers Offers","£25,000","Deal",6,"Steph","02/09/06",2
"Contestants Box
      16","£75,000",NA,7,"Steph","02/09/06",2
"Remaining box - 19","£10",NA,7,"Steph","02/09/06",2
"Steph takes home","£25,000",NA,7,"Steph","02/09/06",2
"12","1p","",1,"Ottis","04/09/06",2
"21","£3,000","",1,"Ottis","04/09/06",2
"7","£1","",1,"Ottis","04/09/06",2
"1","£100,000","",1,"Ottis","04/09/06",2
"6","£75,000","",1,"Ottis","04/09/06",2
"Bankers offer","£4,700","No Deal",1,"Ottis","04/09/06",2
"3","£50,000","",2,"Ottis","04/09/06",2
"9","£35,000","",2,"Ottis","04/09/06",2
"14","£250,000","",2,"Ottis","04/09/06",2
"Bankers Offers","£700","No Deal",2,"Ottis","04/09/06",2
"5","£500","",3,"Ottis","04/09/06",2
"2","£10,000","",3,"Ottis","04/09/06",2
"13","£750","",3,"Ottis","04/09/06",2
"Bankers Offers","£2,700","No Deal",3,"Ottis","04/09/06",2
"18","10p","",4,"Ottis","04/09/06",2
"15","£50","",4,"Ottis","04/09/06",2
"8","£1,000","",4,"Ottis","04/09/06",2
"Bankers Offers","£4,000","No Deal",4,"Ottis","04/09/06",2
"18","10p","",5,"Ottis","04/09/06",2
"15","£50","",5,"Ottis","04/09/06",2
"16","50p","",5,"Ottis","04/09/06",2
"Bankers Offers","£7,000","Deal",5,"Ottis","04/09/06",2
"20","£100",NA,6,"Ottis","04/09/06",2
"19","£5,000",NA,6,"Ottis","04/09/06",2
"17","£15,000",NA,6,"Ottis","04/09/06",2
"Bankers Offers","£5,000.01",NA,6,"Ottis","04/09/06",2
"Contestants Box
      11","£10",NA,7,"Ottis","04/09/06",2
"Remaining box - 10","£20,000",NA,7,"Ottis","04/09/06",2
"Ottis takes home","£7,000",NA,7,"Ottis","04/09/06",2
"5","£75,000","",1,"Sandra","05/09/06",2
"9","£50","",1,"Sandra","05/09/06",2
"7","50p","",1,"Sandra","05/09/06",2
"12","£500","",1,"Sandra","05/09/06",2
"8","£250,000","",1,"Sandra","05/09/06",2
"Bankers offer","£1,500","No Deal",1,"Sandra","05/09/06",2
"13","£100,000","",2,"Sandra","05/09/06",2
"20","£10","",2,"Sandra","05/09/06",2
"14","£10,000","",2,"Sandra","05/09/06",2
"Bankers Offers","£310","No Deal",2,"Sandra","05/09/06",2
"2","£5","",3,"Sandra","05/09/06",2
"19","£250","",3,"Sandra","05/09/06",2
"11","£20,000","",3,"Sandra","05/09/06",2
"Bankers Offers","£5,002","No Deal",3,"Sandra","05/09/06",2
"16","£5,000","",4,"Sandra","05/09/06",2
"15","10p","",4,"Sandra","05/09/06",2
"6","£1,000","",4,"Sandra","05/09/06",2
"Bankers Offers","£10,004","Deal",4,"Sandra","05/09/06",2
"15","£15,000","",5,"Sandra","05/09/06",2
"17","£1","",5,"Sandra","05/09/06",2
"3","£3,000","",5,"Sandra","05/09/06",2
"Bankers Offers","£17,000","Deal",5,"Sandra","05/09/06",2
"4","£750",NA,6,"Sandra","05/09/06",2
"18","£35,000",NA,6,"Sandra","05/09/06",2
"21","1p",NA,6,"Sandra","05/09/06",2
"Bankers Offers","£21.000",NA,6,"Sandra","05/09/06",2
"Contestants Box
      1","£100",NA,7,"Sandra","05/09/06",2
"Remaining box - 22","£50,000",NA,7,"Sandra","05/09/06",2
"Sandra takes home","£10,004",NA,7,"Sandra","05/09/06",2
"18","10p","",1,"Paul","06/09/06",2
"8","£75,000","",1,"Paul","06/09/06",2
"16","£750","",1,"Paul","06/09/06",2
"10","£50","",1,"Paul","06/09/06",2
"21","50p","",1,"Paul","06/09/06",2
"Bankers offer","£9,000","No Deal",1,"Paul","06/09/06",2
"17","£100,000","",2,"Paul","06/09/06",2
"11","£5,000","",2,"Paul","06/09/06",2
"2","£3,000","",2,"Paul","06/09/06",2
"Bankers Offers","£14,500","No Deal",2,"Paul","06/09/06",2
"13","£1,000","",3,"Paul","06/09/06",2
"1","£15,000","",3,"Paul","06/09/06",2
"20","£250","",3,"Paul","06/09/06",2
"Bankers Offers","£19,000","No Deal",3,"Paul","06/09/06",2
"19","£20,000","",4,"Paul","06/09/06",2
"7","£10,000","",4,"Paul","06/09/06",2
"5","£50,000","",4,"Paul","06/09/06",2
"Bankers Offers","£9,500","Deal",4,"Paul","06/09/06",2
"3","£10",NA,5,"Paul","06/09/06",2
"6","£5",NA,5,"Paul","06/09/06",2
"9","£1",NA,5,"Paul","06/09/06",2
"Bankers Offers","£42,000",NA,5,"Paul","06/09/06",2
"12","1p",NA,6,"Paul","06/09/06",2
"15","£500",NA,6,"Paul","06/09/06",2
"14","£35,000",NA,6,"Paul","06/09/06",2
"Bankers Offers","£84,000",NA,6,"Paul","06/09/06",2
"Contestants Box 
      22","£100",NA,7,"Paul","06/09/06",2
"Remaining box - 4","£250,000",NA,7,"Paul","06/09/06",2
"Paul takes home","£9,500",NA,7,"Paul","06/09/06",2
"4","£20,000","No financial amount offered - instead the banker offers Sarah the chance to swap her box with any other box still in play",1,"Sarah","07/09/06",2
"12","£50,000","No financial amount offered - instead the banker offers Sarah the chance to swap her box with any other box still in play",1,"Sarah","07/09/06",2
"6","£5,000","No financial amount offered - instead the banker offers Sarah the chance to swap her box with any other box still in play",1,"Sarah","07/09/06",2
"9","£100","No financial amount offered - instead the banker offers Sarah the chance to swap her box with any other box still in play",1,"Sarah","07/09/06",2
"15","£1,000","No financial amount offered - instead the banker offers Sarah the chance to swap her box with any other box still in play",1,"Sarah","07/09/06",2
"Bankers offer","Swap Offered","No Swap",1,"Sarah","07/09/06",2
"5","£75,000","",2,"Sarah","07/09/06",2
"19","£10","",2,"Sarah","07/09/06",2
"16","£250","",2,"Sarah","07/09/06",2
"Bankers Offers","£13,000","No Deal",2,"Sarah","07/09/06",2
"2","£5","",3,"Sarah","07/09/06",2
"10","£15,000","",3,"Sarah","07/09/06",2
"21","10p","",3,"Sarah","07/09/06",2
"Bankers Offers","£20,000","No Deal",3,"Sarah","07/09/06",2
"3","£750","",4,"Sarah","07/09/06",2
"1","£35,000","",4,"Sarah","07/09/06",2
"18","£10,000","",4,"Sarah","07/09/06",2
"Bankers Offers","£20,000","No Deal",4,"Sarah","07/09/06",2
"17","£250,000","",5,"Sarah","07/09/06",2
"20","50p","",5,"Sarah","07/09/06",2
"11","£3,000","",5,"Sarah","07/09/06",2
"Bankers Offers","£6,000","No Deal",5,"Sarah","07/09/06",2
"14","£100,000",NA,6,"Sarah","07/09/06",2
"22","1p",NA,6,"Sarah","07/09/06",2
"8","£1",NA,6,"Sarah","07/09/06",2
"Bankers Offers","£250",NA,6,"Sarah","07/09/06",2
"Contestants Box
      13","£50",NA,7,"Sarah","07/09/06",2
"Remaining box - 7","£500",NA,7,"Sarah","07/09/06",2
"Sarah takes home","£50",NA,7,"Sarah","07/09/06",2
"3","£20,000","",1,"Rob","08/09/06",2
"15","£50","",1,"Rob","08/09/06",2
"9","£5,000","",1,"Rob","08/09/06",2
"10","£1,000","",1,"Rob","08/09/06",2
"12","£10","",1,"Rob","08/09/06",2
"Bankers offer","£4,000","No Deal",1,"Rob","08/09/06",2
"17","£750","",2,"Rob","08/09/06",2
"6","£15,000","",2,"Rob","08/09/06",2
"7","£250","",2,"Rob","08/09/06",2
"Bankers Offers","£17,000","No Deal",2,"Rob","08/09/06",2
"14","£100,000","",3,"Rob","08/09/06",2
"8","£5","",3,"Rob","08/09/06",2
"18","£10,000","",3,"Rob","08/09/06",2
"Bankers Offers","£20,000.10","No Deal",3,"Rob","08/09/06",2
"5","£35,000","",4,"Rob","08/09/06",2
"2","£250,000","",4,"Rob","08/09/06",2
"20","£50,000","",4,"Rob","08/09/06",2
"Bankers Offers","£3,500","Deal",4,"Rob","08/09/06",2
"4","£75,000",NA,5,"Rob","08/09/06",2
"21","1p",NA,5,"Rob","08/09/06",2
"11","£1",NA,5,"Rob","08/09/06",2
"Bankers Offers","£350",NA,5,"Rob","08/09/06",2
"22","£100",NA,6,"Rob","08/09/06",2
"1","10p",NA,6,"Rob","08/09/06",2
"13","50p",NA,6,"Rob","08/09/06",2
"Bankers Offers","£1,500",NA,6,"Rob","08/09/06",2
"Contestants Box
      16","£3,000",NA,7,"Rob","08/09/06",2
"Remaining box - 19","£500",NA,7,"Rob","08/09/06",2
"Rob takes home","£3,500",NA,7,"Rob","08/09/06",2
"13","£10","",1,"'Cocky' Bill","09/09/06",2
"15","£35,000","",1,"'Cocky' Bill","09/09/06",2
"14","£50,000","",1,"'Cocky' Bill","09/09/06",2
"17","£20,000","",1,"'Cocky' Bill","09/09/06",2
"3","£50","",1,"'Cocky' Bill","09/09/06",2
"Bankers offer","£6,002","No Deal",1,"'Cocky' Bill","09/09/06",2
"1","£15,000","",2,"'Cocky' Bill","09/09/06",2
"8","1p","",2,"'Cocky' Bill","09/09/06",2
"21","£1","",2,"'Cocky' Bill","09/09/06",2
"Bankers Offers","£13,500","No Deal",2,"'Cocky' Bill","09/09/06",2
"11","£250,000","",3,"'Cocky' Bill","09/09/06",2
"19","£250","",3,"'Cocky' Bill","09/09/06",2
"5","£100,000","",3,"'Cocky' Bill","09/09/06",2
"Bankers Offers","£3,500","No Deal",3,"'Cocky' Bill","09/09/06",2
"9","£1,000","",4,"'Cocky' Bill","09/09/06",2
"6","£75,000","",4,"'Cocky' Bill","09/09/06",2
"10","50p","",4,"'Cocky' Bill","09/09/06",2
"Bankers Offers","£800","No Deal",4,"'Cocky' Bill","09/09/06",2
"7","£500","",5,"'Cocky' Bill","09/09/06",2
"4","£5","",5,"'Cocky' Bill","09/09/06",2
"16","£100","",5,"'Cocky' Bill","09/09/06",2
"Bankers Offers","£3,000","No Deal",5,"'Cocky' Bill","09/09/06",2
"22","£750","",6,"'Cocky' Bill","09/09/06",2
"12","10p","",6,"'Cocky' Bill","09/09/06",2
"18","£5,000","",6,"'Cocky' Bill","09/09/06",2
"Bankers Offers","£6,000","No Deal",6,"'Cocky' Bill","09/09/06",2
"Contestants Box
      2","£3,000",NA,7,"'Cocky' Bill","09/09/06",2
"Remaining box - 20","£10,000",NA,7,"'Cocky' Bill","09/09/06",2
"'Cocky' Bill  takes home","£3,000",NA,7,"'Cocky' Bill","09/09/06",2
"19","£100,000","",1,"Maddie","11/09/06",2
"12","£100","",1,"Maddie","11/09/06",2
"20","£20,000","",1,"Maddie","11/09/06",2
"6","£250,000","",1,"Maddie","11/09/06",2
"21","£50,000","",1,"Maddie","11/09/06",2
"Bankers offer","£2,500","No Deal",1,"Maddie","11/09/06",2
"3","£5","",2,"Maddie","11/09/06",2
"7","£75,000","",2,"Maddie","11/09/06",2
"10","£10","",2,"Maddie","11/09/06",2
"Bankers Offers","£1,250","No Deal",2,"Maddie","11/09/06",2
"9","£50","",3,"Maddie","11/09/06",2
"1","£10,000","",3,"Maddie","11/09/06",2
"4","£750","",3,"Maddie","11/09/06",2
"Bankers Offers","£3,100","No Deal",3,"Maddie","11/09/06",2
"8","10p","",4,"Maddie","11/09/06",2
"11","£1","",4,"Maddie","11/09/06",2
"5","£3,000","",4,"Maddie","11/09/06",2
"Bankers Offers","£5,000","No Deal",4,"Maddie","11/09/06",2
"14","£500","",5,"Maddie","11/09/06",2
"17","£250","",5,"Maddie","11/09/06",2
"16","50p","",5,"Maddie","11/09/06",2
"Bankers Offers","£10,000","DEAL",5,"Maddie","11/09/06",2
"22","£1,000",NA,6,"Maddie","11/09/06",2
"15","£35,000",NA,6,"Maddie","11/09/06",2
"13","1p",NA,6,"Maddie","11/09/06",2
"Bankers Offers","£9,999",NA,6,"Maddie","11/09/06",2
"Contestants Box
      2","£5,000",NA,7,"Maddie","11/09/06",2
"Remaining box - 18","£15,000",NA,7,"Maddie","11/09/06",2
"Maddie takes home","£10,000",NA,7,"Maddie","11/09/06",2
"15","1p","",1,"Adam","12/09/06",2
"5","£50,000","",1,"Adam","12/09/06",2
"3","£10,000","",1,"Adam","12/09/06",2
"7","£250,000","",1,"Adam","12/09/06",2
"9","£500","",1,"Adam","12/09/06",2
"Bankers offer","£4,500","No Deal",1,"Adam","12/09/06",2
"19","£1","",2,"Adam","12/09/06",2
"20","£10","",2,"Adam","12/09/06",2
"4","£100,000","",2,"Adam","12/09/06",2
"Bankers Offers","£1,717","No Deal",2,"Adam","12/09/06",2
"11","£5,000","",3,"Adam","12/09/06",2
"18","£750","",3,"Adam","12/09/06",2
"10","£50","",3,"Adam","12/09/06",2
"Bankers Offers","£7,000","No Deal",3,"Adam","12/09/06",2
"6","£35,000","",4,"Adam","12/09/06",2
"17","£15,000","",4,"Adam","12/09/06",2
"2","10p","",4,"Adam","12/09/06",2
"Bankers Offers","£9,000","Deal",4,"Adam","12/09/06",2
"1","£3,000",NA,5,"Adam","12/09/06",2
"22","£1,000",NA,5,"Adam","12/09/06",2
"14","£100",NA,5,"Adam","12/09/06",2
"Bankers Offers","£17,000",NA,5,"Adam","12/09/06",2
"8","50p",NA,6,"Adam","12/09/06",2
"16","£75,000",NA,6,"Adam","12/09/06",2
"21","£5",NA,6,"Adam","12/09/06",2
"Bankers Offers","£4,500",NA,6,"Adam","12/09/06",2
"Contestants Box
      13","£20,000",NA,7,"Adam","12/09/06",2
"Remaining box - 12","£250",NA,7,"Adam","12/09/06",2
"Adam takes home","£9,000",NA,7,"Adam","12/09/06",2
"3","£50","",1,"Helen","13/09/06",2
"14","£750","",1,"Helen","13/09/06",2
"2","10p","",1,"Helen","13/09/06",2
"4","£250,000","",1,"Helen","13/09/06",2
"17","50p","",1,"Helen","13/09/06",2
